,A,SHDCA: Strong H-Bond donors composition of A,SHDAB: Strong H-Bond donors transition between A and B,SHDA0: Strong H-Bond donors distribution of 0.00A,SHDA1: Strong H-Bond donors distribution of 0.25A,SHDA2: Strong H-Bond donors distribution of 0.50A,SHDA3: Strong H-Bond donors distribution of 0.75A,SHDA4: Strong H-Bond donors distribution of 1.00A,MLFCA: Linear free energy composition of A,MLFCB: Linear free energy composition of B,MLFAB: Linear free energy transition between A and B,MLFA0: Linear free energy distribution of 0.00A,MLFA1: Linear free energy distribution of 0.25A,MLFA2: Linear free energy distribution of 0.50A,MLFA3: Linear free energy distribution of 0.75A,MLFA4: Linear free energy distribution of 1.00A,MLFB0: Linear free energy distribution of 0.00B,MLFB1: Linear free energy distribution of 0.25B,MLFB2: Linear free energy distribution of 0.50B,MLFB3: Linear free energy distribution of 0.75B,MLFB4: Linear free energy distribution of 1.00B,SHAAB: Strong H-Bond acceptors_3 transition between A and B,SHAAC: Strong H-Bond acceptors_3 transition between A and C,PHBAB: Potential Hydrogen Bonds_3 transition between A and B,PHBAC: Potential Hydrogen Bonds_3 transition between A and C,SHD: Strong H-Bond donors0,MLF: Linear free energy0,MLF: Linear free energy1,SHD: Strong H-Bond donors00,SHD: Strong H-Bond donors01,SHD: Strong H-Bond donors10,MLF: Linear free energy00,MLF: Linear free energy01,MLF: Linear free energy10,MLF: Linear free energy11,SHA: Strong H-Bond acceptors_301,SHA: Strong H-Bond acceptors_302,SHA: Strong H-Bond acceptors_310,SHA: Strong H-Bond acceptors_320,PHB: Potential Hydrogen Bonds_301,PHB: Potential Hydrogen Bonds_302,PHB: Potential Hydrogen Bonds_310,PHB: Potential Hydrogen Bonds_320,SHD: Strong H-Bond donors000,SHD: Strong H-Bond donors001,SHD: Strong H-Bond donors010,SHD: Strong H-Bond donors011,SHD: Strong H-Bond donors100,SHD: Strong H-Bond donors101,SHD: Strong H-Bond donors110,MLF: Linear free energy000,MLF: Linear free energy001,MLF: Linear free energy010,MLF: Linear free energy011,MLF: Linear free energy100,MLF: Linear free energy101,MLF: Linear free energy110,MLF: Linear free energy111,SHA: Strong H-Bond acceptors_3001,SHA: Strong H-Bond acceptors_3002,SHA: Strong H-Bond acceptors_3010,SHA: Strong H-Bond acceptors_3011,SHA: Strong H-Bond acceptors_3012,SHA: Strong H-Bond acceptors_3020,SHA: Strong H-Bond acceptors_3021,SHA: Strong H-Bond acceptors_3022,SHA: Strong H-Bond acceptors_3100,SHA: Strong H-Bond acceptors_3101,SHA: Strong H-Bond acceptors_3102,SHA: Strong H-Bond acceptors_3110,SHA: Strong H-Bond acceptors_3120,SHA: Strong H-Bond acceptors_3200,SHA: Strong H-Bond acceptors_3201,SHA: Strong H-Bond acceptors_3202,SHA: Strong H-Bond acceptors_3210,SHA: Strong H-Bond acceptors_3220,PHB: Potential Hydrogen Bonds_3001,PHB: Potential Hydrogen Bonds_3002,PHB: Potential Hydrogen Bonds_3010,PHB: Potential Hydrogen Bonds_3011,PHB: Potential Hydrogen Bonds_3012,PHB: Potential Hydrogen Bonds_3020,PHB: Potential Hydrogen Bonds_3021,PHB: Potential Hydrogen Bonds_3022,PHB: Potential Hydrogen Bonds_3100,PHB: Potential Hydrogen Bonds_3101,PHB: Potential Hydrogen Bonds_3102,PHB: Potential Hydrogen Bonds_3110,PHB: Potential Hydrogen Bonds_3120,PHB: Potential Hydrogen Bonds_3200,PHB: Potential Hydrogen Bonds_3201,PHB: Potential Hydrogen Bonds_3202,PHB: Potential Hydrogen Bonds_3210,PHB: Potential Hydrogen Bonds_3220
77,1Y26,0.802817,0.3,0.014085,0.211268,0.507042,0.746479,0.985915,0.633803,0.366197,0.457143,0.056338,0.239437,0.492958,0.760563,0.985915,0.014085,0.211268,0.478873,0.690141,1.0,0.342857,0.185714,0.2,0.257143,802.816895,633.802795,366.197174,647.887329,154.929581,140.845078,408.450714,225.352112,225.352112,126.760567,169.014084,84.507042,169.014084,98.591553,84.507042,140.845078,112.676056,112.676056,549.295776,98.591553,112.676056,28.169014,98.591553,42.253521,28.169014,239.436615,169.014084,140.845078,70.422539,169.014084,56.338028,84.507042,42.253521,84.507042,28.169014,98.591553,56.338028,14.084507,42.253521,14.084507,28.169014,84.507042,56.338028,28.169014,56.338028,14.084507,42.253521,28.169014,28.169014,14.084507,28.169014,70.422539,98.591553,56.338028,28.169014,0.0,84.507042,14.084507,28.169014,98.591553,14.084507,0.0,42.253521,0.0,70.422539,0.0,42.253521,14.084507,28.169014
78,2O3X,0.695652,0.545455,0.043478,0.26087,0.434783,0.73913,1.0,0.391304,0.608696,0.590909,0.043478,0.086957,0.347826,0.73913,0.869565,0.130435,0.304348,0.521739,0.695652,1.0,0.090909,0.318182,0.272727,0.318182,695.652161,391.304352,608.695679,391.304352,260.869568,260.869568,86.95652,304.347839,260.869568,304.347839,43.47826,173.91304,43.47826,130.434784,173.91304,130.434784,86.95652,173.91304,217.391312,173.91304,217.391312,43.47826,130.434784,86.95652,43.47826,0.0,86.95652,173.91304,130.434784,43.47826,217.391312,86.95652,173.91304,43.47826,130.434784,0.0,43.47826,0.0,86.95652,43.47826,0.0,43.47826,0.0,0.0,43.47826,0.0,86.95652,0.0,43.47826,0.0,43.47826,0.0,86.95652,86.95652,43.47826,43.47826,86.95652,43.47826,0.0,0.0,86.95652,0.0,0.0,43.47826,43.47826,86.95652,43.47826,0.0,43.47826
79,1PBR,0.666667,0.423077,0.111111,0.259259,0.444444,0.777778,1.0,0.333333,0.666667,0.538462,0.185185,0.259259,0.444444,0.740741,0.851852,0.037037,0.148148,0.518519,0.814815,1.0,0.076923,0.346154,0.307692,0.230769,666.666687,333.333344,666.666687,444.444458,185.185181,222.222229,74.074074,259.259247,259.259247,370.370361,37.037037,185.185181,37.037037,148.148148,185.185181,74.074074,111.111115,148.148148,296.296295,111.111115,148.148148,37.037037,148.148148,74.074074,74.074074,0.0,74.074074,148.148148,111.111115,74.074074,185.185181,111.111115,222.222229,37.037037,148.148148,0.0,37.037037,0.0,111.111115,37.037037,37.037037,37.037037,0.0,0.0,37.037037,0.0,111.111115,0.0,37.037037,0.0,37.037037,37.037037,37.037037,74.074074,37.037037,74.074074,74.074074,0.0,0.0,37.037037,74.074074,0.0,37.037037,37.037037,37.037037,74.074074,37.037037,0.0,37.037037
80,3GX2,0.670213,0.451613,0.031915,0.308511,0.521277,0.734043,0.989362,0.43617,0.56383,0.473118,0.042553,0.212766,0.542553,0.797872,0.957447,0.010638,0.244681,0.446809,0.734043,1.0,0.258065,0.193548,0.16129,0.311828,670.212769,436.170227,563.829773,446.808502,223.404251,223.404251,202.127655,234.042557,234.042557,319.148926,127.659576,95.744682,127.659576,95.744682,74.468086,159.574463,85.106384,148.936172,297.872345,148.936172,138.297867,74.468086,148.936172,74.468086,85.106384,95.744682,106.38298,85.106384,148.936172,106.38298,127.659576,148.936172,159.574463,63.829788,63.829788,63.829788,42.553192,21.276596,21.276596,31.914894,42.553192,53.19149,42.553192,31.914894,42.553192,31.914894,63.829788,21.276596,0.0,21.276596,42.553192,53.19149,53.19149,21.276596,31.914894,21.276596,63.829788,42.553192,53.19149,42.553192,0.0,42.553192,31.914894,31.914894,63.829788,21.276596,63.829788,31.914894,53.19149
81,1MWL,0.681818,0.571429,0.045455,0.272727,0.454545,0.727273,1.0,0.318182,0.681818,0.571429,0.227273,0.318182,0.636364,0.727273,0.863636,0.045455,0.181818,0.5,0.681818,1.0,0.095238,0.380952,0.285714,0.285714,681.818176,318.181824,681.818176,363.636353,272.727264,272.727264,45.454544,272.727264,272.727264,363.636353,45.454544,181.818176,45.454544,181.818176,181.818176,90.909088,90.909088,181.818176,227.27272,136.363632,227.27272,45.454544,136.363632,90.909088,45.454544,0.0,45.454544,181.818176,90.909088,45.454544,227.27272,90.909088,227.27272,45.454544,90.909088,0.0,45.454544,0.0,90.909088,45.454544,0.0,45.454544,0.0,0.0,45.454544,0.0,90.909088,0.0,90.909088,0.0,45.454544,0.0,45.454544,90.909088,45.454544,45.454544,90.909088,0.0,0.0,0.0,90.909088,0.0,0.0,45.454544,45.454544,90.909088,45.454544,0.0,45.454544
82,1Y26,0.802817,0.3,0.014085,0.211268,0.507042,0.746479,0.985915,0.633803,0.366197,0.457143,0.056338,0.239437,0.492958,0.760563,0.985915,0.014085,0.211268,0.478873,0.690141,1.0,0.342857,0.185714,0.2,0.257143,802.816895,633.802795,366.197174,647.887329,154.929581,140.845078,408.450714,225.352112,225.352112,126.760567,169.014084,84.507042,169.014084,98.591553,84.507042,140.845078,112.676056,112.676056,549.295776,98.591553,112.676056,28.169014,98.591553,42.253521,28.169014,239.436615,169.014084,140.845078,70.422539,169.014084,56.338028,84.507042,42.253521,84.507042,28.169014,98.591553,56.338028,14.084507,42.253521,14.084507,28.169014,84.507042,56.338028,28.169014,56.338028,14.084507,42.253521,28.169014,28.169014,14.084507,28.169014,70.422539,98.591553,56.338028,28.169014,0.0,84.507042,14.084507,28.169014,98.591553,14.084507,0.0,42.253521,0.0,70.422539,0.0,42.253521,14.084507,28.169014
83,3SUX,0.653465,0.47,0.029703,0.247525,0.534653,0.811881,1.0,0.435644,0.564356,0.54,0.029703,0.227723,0.485149,0.772277,0.990099,0.009901,0.287129,0.49505,0.742574,1.0,0.22,0.23,0.21,0.33,653.465332,435.643555,564.356445,415.841583,227.722778,237.623764,168.316833,267.326721,267.326721,287.128723,128.712875,99.009903,89.10891,128.712875,128.712875,138.613861,79.207924,188.118805,257.425751,148.514847,158.415848,69.306931,158.415848,79.207924,79.207924,69.306931,99.009903,108.910889,148.514847,99.009903,168.316833,158.415848,128.712875,99.009903,49.504951,39.603962,39.603962,49.504951,49.504951,19.801981,19.801981,69.306931,9.90099,9.90099,19.801981,39.603962,69.306931,19.801981,39.603962,29.702971,39.603962,59.405941,39.603962,39.603962,29.702971,49.504951,69.306931,19.801981,49.504951,9.90099,29.702971,39.603962,19.801981,49.504951,89.10891,39.603962,59.405941,19.801981,69.306931
84,4FE5,0.746269,0.348485,0.044776,0.238806,0.522388,0.776119,1.0,0.492537,0.507463,0.424242,0.044776,0.164179,0.462687,0.761194,0.970149,0.014925,0.253731,0.537313,0.716418,1.0,0.257576,0.242424,0.227273,0.19697,746.268677,492.537323,507.462677,567.164185,164.179108,179.104477,283.582092,208.955231,208.955231,283.582092,134.328354,119.402985,119.402985,119.402985,134.328354,74.626869,89.552238,119.402985,417.910461,134.328354,119.402985,44.776119,149.253738,29.850746,59.701492,179.104477,104.477615,89.552238,119.402985,104.477615,104.477615,119.402985,149.253738,44.776119,74.626869,59.701492,29.850746,44.776119,44.776119,44.776119,29.850746,59.701492,44.776119,14.925373,44.776119,29.850746,44.776119,44.776119,29.850746,14.925373,44.776119,44.776119,59.701492,44.776119,59.701492,29.850746,44.776119,0.0,29.850746,59.701492,29.850746,0.0,0.0,44.776119,44.776119,59.701492,14.925373,44.776119,29.850746
85,1F1T,0.657895,0.459459,0.078947,0.236842,0.526316,0.789474,1.0,0.394737,0.605263,0.486486,0.078947,0.289474,0.657895,0.789474,0.947368,0.026316,0.210526,0.447368,0.631579,1.0,0.351351,0.216216,0.162162,0.324324,657.894714,394.736847,605.263184,421.052643,210.526321,236.842102,157.89473,236.842102,236.842102,342.105255,184.210526,105.263161,157.89473,105.263161,105.263161,131.578949,52.63158,184.210526,263.157898,131.578949,131.578949,78.947365,157.89473,78.947365,105.263161,52.63158,105.263161,52.63158,184.210526,105.263161,131.578949,184.210526,131.578949,78.947365,26.31579,105.263161,52.63158,26.31579,26.31579,0.0,78.947365,52.63158,26.31579,78.947365,26.31579,52.63158,26.31579,78.947365,0.0,26.31579,26.31579,78.947365,26.31579,26.31579,52.63158,26.31579,26.31579,26.31579,78.947365,0.0,0.0,52.63158,26.31579,78.947365,105.263161,26.31579,52.63158,0.0,78.947365
86,2OE5,0.764706,0.3125,0.176471,0.294118,0.470588,0.764706,1.0,0.470588,0.529412,0.375,0.176471,0.235294,0.411765,0.529412,0.705882,0.058824,0.117647,0.647059,0.882353,1.0,0.1875,0.25,0.1875,0.1875,764.705872,470.588226,529.411743,588.235291,117.647057,176.470581,294.117645,176.470581,176.470581,294.117645,117.647057,117.647057,58.823528,117.647057,117.647057,58.823528,58.823528,117.647057,411.764709,117.647057,117.647057,0.0,176.470581,0.0,58.823528,176.470581,117.647057,117.647057,58.823528,117.647057,58.823528,58.823528,176.470581,58.823528,58.823528,0.0,58.823528,58.823528,58.823528,0.0,58.823528,58.823528,0.0,0.0,58.823528,58.823528,0.0,58.823528,58.823528,0.0,0.0,58.823528,58.823528,58.823528,0.0,58.823528,58.823528,0.0,0.0,58.823528,0.0,0.0,0.0,0.0,58.823528,58.823528,0.0,0.0,58.823528
87,1BYJ,0.666667,0.423077,0.111111,0.259259,0.444444,0.777778,1.0,0.333333,0.666667,0.538462,0.185185,0.259259,0.444444,0.740741,0.851852,0.037037,0.148148,0.518519,0.814815,1.0,0.076923,0.346154,0.307692,0.230769,666.666687,333.333344,666.666687,444.444458,185.185181,222.222229,74.074074,259.259247,259.259247,370.370361,37.037037,185.185181,37.037037,148.148148,185.185181,74.074074,111.111115,148.148148,296.296295,111.111115,148.148148,37.037037,148.148148,74.074074,74.074074,0.0,74.074074,148.148148,111.111115,74.074074,185.185181,111.111115,222.222229,37.037037,148.148148,0.0,37.037037,0.0,111.111115,37.037037,37.037037,37.037037,0.0,0.0,37.037037,0.0,111.111115,0.0,37.037037,0.0,37.037037,37.037037,37.037037,74.074074,37.037037,74.074074,74.074074,0.0,0.0,37.037037,74.074074,0.0,37.037037,37.037037,37.037037,74.074074,37.037037,0.0,37.037037
88,1FJG,0.641919,0.439185,0.000657,0.252957,0.512484,0.758213,1.0,0.36071,0.63929,0.433925,0.000657,0.251643,0.507884,0.755585,1.0,0.002628,0.2477,0.492116,0.748357,0.999343,0.190664,0.270874,0.185404,0.248521,641.918518,360.709595,639.290405,421.813416,219.44809,219.44809,143.23259,216.819977,216.819977,422.470428,100.525627,130.09198,90.013138,140.604462,92.641258,124.178711,92.641258,124.178711,277.266754,143.889618,134.691193,84.756897,143.889618,75.558479,84.756897,51.905388,91.327202,70.302231,146.517746,90.670174,125.492775,146.517746,275.952698,61.103809,63.73193,40.735874,30.880421,28.90933,61.103809,23.653088,45.335087,48.620235,11.826544,29.56636,29.56636,30.880421,75.558479,27.59527,36.793694,19.710907,48.620235,40.078842,51.248356,32.194481,29.56636,30.880421,38.107754,36.793694,49.277267,40.078842,23.653088,28.2523,29.56636,32.851513,50.591328,28.90933,44.678055,30.880421,53.219448
89,1EHT,0.666667,0.46875,0.090909,0.272727,0.484848,0.69697,1.0,0.333333,0.666667,0.375,0.151515,0.212121,0.484848,0.69697,0.969697,0.030303,0.272727,0.545455,0.757576,1.0,0.21875,0.3125,0.15625,0.21875,666.666687,333.333344,666.666687,424.242432,212.121216,242.42424,151.515152,181.818176,181.818176,454.545441,90.909088,181.818176,121.21212,121.21212,60.60606,121.21212,90.909088,90.909088,242.42424,151.515152,151.515152,60.60606,181.818176,60.60606,90.909088,60.60606,90.909088,0.0,151.515152,90.909088,90.909088,181.818176,272.727264,0.0,121.21212,30.30303,30.30303,30.30303,60.60606,30.30303,60.60606,30.30303,30.30303,60.60606,30.30303,0.0,60.60606,60.60606,0.0,60.60606,60.60606,30.30303,60.60606,0.0,30.30303,0.0,0.0,60.60606,60.60606,30.30303,0.0,60.60606,60.60606,90.909088,60.60606,30.30303,0.0,30.30303,0.0
